,a,b,c,d,e,f,g,h,i,bin_a,bin_b,bin_c,bin_d,bin_,Y1,Y2
16,-0.4084358177303417,1.0209111440071923,0.21386475931549603,-0.9551156801704632,-0.4972383423397705,1.0,1.0,0.0,0.0,1,3,2,0,0,1,1
17,0.887547936313413,-1.3987999438328242,-1.1023432762509684,1.400382905346871,-0.4972383423397705,1.0,1.0,0.0,0.0,3,0,0,3,3,1,1
18,-0.5999746782028343,-0.8082312624007694,-1.5578645488898042,0.030999260198998634,0.6527870942054992,1.0,0.0,0.0,1.0,1,0,0,2,2,0,1
19,1.1408144792017019,0.4357610225629186,0.7125132867712354,0.4618207364565598,-0.4972383423397705,1.0,1.0,0.0,0.0,3,2,3,2,2,1,0
20,1.404459173483132,-1.6686093148420444,-2.5779321340574395,0.32901358005518694,0.11610855715104003,1.0,1.0,0.0,0.0,3,0,0,2,2,0,1
21,-0.14227157395278292,1.593179998602946,1.2000367925358226,-0.4566281403778017,-0.4972383423397705,1.0,0.0,0.0,1.0,1,3,3,1,1,0,1
22,0.8574190192905838,-1.1653463677774931,1.3550431387355284,0.05539585066586788,-0.4972383423397705,1.0,1.0,0.0,0.0,3,0,3,2,2,1,1
23,-0.2711795945443638,-1.1869031274904123,-0.14344685401344723,-0.43913011010699937,-0.4972383423397705,1.0,1.0,0.0,0.0,1,0,1,1,1,0,1
24,-0.33761701939523997,0.7449017534121534,1.3242486595558005,0.1842940281417934,-0.4972383423397705,1.0,1.0,0.0,0.0,1,3,3,2,2,1,1
25,-1.3335689204886791,-0.8924257922007565,1.9351165045305792,0.2780335830288053,-0.4972383423397705,1.0,1.0,0.0,0.0,0,0,3,2,2,1,1
26,0.5551270113384839,1.0814610811365664,-0.019187329176423414,-0.8824827319455889,-0.01301710589965699,1.0,1.0,0.0,0.0,2,3,1,0,0,0,1
27,0.8518514534480309,0.1004962955843551,-0.499940971240341,0.4220096492736256,-0.4972383423397705,1.0,0.0,0.0,1.0,3,2,1,2,2,1,1
28,-0.6977415678578692,-0.06277399921521554,0.7780771581855361,-1.0342303438391707,-0.4972383423397705,1.0,1.0,0.0,0.0,0,1,3,0,0,1,1
29,-1.3335689204886791,-1.6484466892790943,-0.49380340901647163,0.10887476531042808,-0.4972383423397705,1.0,1.0,0.0,0.0,0,0,1,2,2,1,0
30,-1.2539599797738938,-1.10609439513644,-2.170200601406375,1.0288693715320607,0.2694452820237425,1.0,0.0,0.0,1.0,0,0,0,3,3,0,1
31,0.4034795598120954,-0.8593820172063505,0.6968098729051395,0.8309793493028962,-0.4972383423397705,0.0,1.0,0.0,0.0,2,0,3,3,3,1,1
32,2.337305736936596,0.8277813659825456,1.1232818391693493,-0.14475088001338968,3.002275313182599,1.0,1.0,0.0,0.0,3,3,3,1,1,0,1
33,0.2751514278156656,0.32414895015402434,0.6922173111900093,0.2892076178318355,-0.4972383423397705,1.0,1.0,0.0,0.0,2,2,3,2,2,0,0
34,-0.5906733188706811,-0.7455460546821979,-0.6252131552521157,-0.06006203008099604,0.24872410298689096,1.0,0.0,0.0,1.0,1,0,1,1,1,0,1
35,1.47759111322895,0.519717137483793,0.2877244543083155,0.5437675132141878,2.788548619218143,1.0,1.0,0.0,0.0,3,2,2,3,3,0,1
36,0.26890895956602406,-0.8136047207773119,-1.401606450858194,-0.2736424023274022,-0.23437538541513742,1.0,1.0,0.0,0.0,2,0,0,1,1,0,1
37,0.8886320470218363,-0.3299839540477563,1.58727115029175,-0.026266720829377692,1.0361289063872554,1.0,0.0,0.0,1.0,3,1,3,1,1,0,1
38,1.4932154526620702,-1.7870020133620854,-0.8470420362371666,0.13565266008938245,-0.20973198320345307,1.0,0.0,0.0,1.0,3,0,0,2,2,0,1
39,-0.07847387890710547,-0.11325274320643801,-1.8945274049539476,-0.5393960737167324,1.4742338345949773,1.0,0.0,1.0,0.0,1,1,0,1,1,0,1
40,-0.8194549675305121,-0.0011946387405577122,0.2626361743878949,-0.7513878438352654,-0.4972383423397705,1.0,1.0,0.0,0.0,0,2,2,0,0,1,1
41,0.6600456564624835,1.6260899622995058,0.9652862427583231,-0.9244140967352916,1.6675154205689722,1.0,1.0,0.0,0.0,2,3,3,0,0,0,1
42,-0.4115019165269743,0.8528361733699532,0.08047838115913283,-0.30352880117648806,-0.4972383423397705,1.0,0.0,0.0,1.0,1,3,2,1,1,1,1
43,-0.24295408929702178,0.14096577123792925,-0.0015625802960801429,0.36320593835037457,-0.4972383423397705,1.0,0.0,0.0,1.0,1,2,1,2,2,1,0
44,-0.3641083718463275,0.2444725192606397,0.5762801810112899,-0.1935221192616758,-0.4972383423397705,1.0,1.0,0.0,0.0,1,2,2,1,1,1,1
45,0.6316082887345505,-0.7963970800085676,-1.5344793652492887,1.8084462476519212,1.5472513226295976,1.0,1.0,0.0,0.0,2,0,0,3,3,0,1
46,-0.1370635153991194,1.0149634532864054,1.2572442620097128,0.39228586363301904,-0.4972383423397705,1.0,1.0,0.0,0.0,1,3,3,2,2,1,1
47,-0.8934840770703417,2.55952887018933,1.9742738421577273,-0.006334362859581378,-0.4972383423397705,1.0,1.0,0.0,0.0,0,3,3,2,2,1,0
48,0.8233989604224072,-0.9346125164566665,0.14105211845046475,0.5771257780587303,1.342802356132661,1.0,0.0,0.0,1.0,3,0,2,3,3,0,1
49,0.24645000458443755,-0.17288846176373002,3.0022753131826025,-0.4555399821021416,-0.4972383423397705,1.0,1.0,0.0,0.0,2,1,3,1,1,1,1
50,-2.018942626604928,-0.9886774606353468,1.6117574858404953,-0.0034617812716809557,-0.4972383423397705,1.0,1.0,0.0,0.0,0,0,3,2,2,1,0
51,-0.13593916740583775,-1.0295767728321845,-1.1548994426720272,-0.6395899919899416,0.7294554566418505,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
52,1.2757454574776426,-0.8673275388565451,0.5292994743761383,-0.2552653285139825,-0.4972383423397705,1.0,1.0,0.0,0.0,3,0,2,1,1,1,0
53,1.564057610003998,1.7037435070575526,1.0462528337058108,0.7402021429912642,0.15991904997181214,1.0,1.0,0.0,0.0,3,3,3,3,3,0,1
54,2.480735670242187,-0.47232196674455695,0.4331627084445969,0.022821504777465102,-0.4972383423397705,1.0,1.0,0.0,0.0,3,1,2,2,2,1,0
55,-0.6567428382848947,-1.3398828917760546,0.1896930343939347,0.06718961727537777,-0.16470086671222267,1.0,1.0,0.0,0.0,0,0,2,2,2,0,0
56,-0.9604637747951625,-1.1625915163902025,0.05450807474199374,-0.4026636559452114,-0.4972383423397705,0.0,1.0,0.0,0.0,0,0,2,1,1,1,0
57,0.3609649694068759,-1.1812774659673626,-0.050777243529346976,3.0022753131825994,0.04395009838741519,1.0,0.0,0.0,1.0,2,0,1,3,3,0,1
58,-0.0894638622432654,1.4917563628662431,0.07535330283166165,-0.6045128001832109,-0.4972383423397705,1.0,0.0,0.0,1.0,1,3,2,0,0,1,0
59,0.16299283726405286,-1.029681157973628,0.642966438184084,0.757707092412631,-0.07904727450512693,1.0,0.0,0.0,1.0,2,0,3,3,3,0,1
60,-0.1572565400686461,1.2643259103986804,1.1081900168577121,-0.35069253530560696,-0.4972383423397705,1.0,0.0,1.0,0.0,1,3,3,1,1,1,1
61,-0.5810446125501038,-0.2812060211018302,-1.406010744924601,1.6384486419647162,-0.4972383423397705,1.0,0.0,0.0,1.0,1,1,0,3,3,1,1
62,1.1743808368291986,-0.03289989514388288,0.9080808426220661,-1.9711807728586708,-0.4972383423397705,1.0,0.0,0.0,1.0,3,1,3,0,0,1,0
63,1.309857662212618,1.4964075771219538,1.0280368865891485,0.7325700689426276,2.9528379672960385,1.0,1.0,0.0,0.0,3,3,3,3,3,0,1
64,0.10462595461762222,0.5249114692400626,-0.45731866280144473,-0.644752439135757,3.002275313182599,1.0,1.0,0.0,0.0,2,2,1,0,0,0,1
65,-0.05364068189688585,-1.4754405382901736,-1.1255938087188826,0.39228720474016154,-0.4972383423397705,1.0,0.0,0.0,1.0,1,0,0,2,2,0,1
66,0.37392570543847775,0.44481310223595394,0.14940917520859706,-0.3230315161942558,1.0004692029284876,1.0,1.0,0.0,0.0,2,2,2,1,1,0,1
67,-2.0684018830015733,0.334008014342104,0.23823325277208346,0.6956468153990394,1.1755259289988036,1.0,1.0,0.0,0.0,0,2,2,3,3,0,1
68,0.8661141835606158,0.1454797559470317,0.03539556598783162,-1.313130817000328,-0.4972383423397705,1.0,0.0,1.0,0.0,3,2,1,0,0,1,1
69,0.11116365696529742,-1.317988303785438,-0.312342347832791,-0.7112012489288854,1.1263269798417868,1.0,0.0,1.0,0.0,2,0,1,0,0,0,1
70,1.3289621429332221,-0.46466538936147905,0.13853846024610103,0.6721824255181764,-0.4972383423397705,1.0,0.0,0.0,1.0,3,1,2,3,3,0,1
71,0.32390907511399275,-0.8263269765646525,0.7860964079470294,-1.0646378716992835,0.48849774612760344,0.0,0.0,1.0,0.0,2,0,3,0,0,0,1
72,0.7509852822730875,1.0731716370030928,-0.06209688280064626,0.46632826763341084,-0.4972383423397705,0.0,1.0,0.0,0.0,3,3,1,2,2,1,0
73,-1.370395527272895,0.5454331821219647,0.7090613592479448,0.6137723757691749,-0.4972383423397705,1.0,0.0,0.0,1.0,0,2,3,3,3,1,0
74,0.37707656262827477,-0.029472566950699088,-0.4761746236398619,-1.2851667044400752,-0.4972383423397705,1.0,0.0,1.0,0.0,2,1,1,0,0,0,0
75,0.09667653780540446,-1.924756007629686,1.347790265383382,0.9982671843076208,0.42278200689644524,1.0,0.0,0.0,1.0,2,0,3,3,3,0,1
76,0.11723708102620474,0.8131659495072268,0.8230678226594499,0.34148037917584373,-0.4972383423397705,1.0,1.0,0.0,0.0,2,3,3,2,2,1,1
77,-0.7031732463438294,-0.3157006746231171,-1.1982476557052575,2.468727637074891,-0.4972383423397705,0.0,0.0,0.0,1.0,0,1,0,3,3,1,0
78,-0.11799646756249674,-0.281235392646704,1.3289062200971742,0.06837526382349096,-0.4972383423397705,1.0,1.0,0.0,0.0,1,1,3,2,2,0,1
79,-0.11839387929637206,-0.49585075393659084,1.9373709926251017,0.9873574804990398,-0.4972383423397705,1.0,1.0,0.0,0.0,1,1,3,3,3,1,1
80,-1.960227797903613,1.202291898274179,-1.7863886513282123,0.6896324941108769,0.07777437593286435,1.0,0.0,1.0,0.0,0,3,0,3,3,0,1
81,-1.5914618479933627,0.5989446648703339,0.9656378721478925,-0.9313457721839817,-0.1905648925943652,0.0,0.0,1.0,0.0,0,2,3,0,0,0,1
82,0.4364097270271289,0.5857580457549257,-0.23352733041235624,1.3637368307190314,-0.4972383423397705,1.0,0.0,1.0,0.0,2,2,1,3,3,1,1
83,-0.28234519994997165,-1.304101913630133,-0.3636750699497438,0.6367685279264718,-0.21844429711667482,1.0,0.0,0.0,1.0,1,0,1,3,3,0,1
84,0.07414518501023229,0.4181461055349549,0.05857713850810949,-0.8577646097580721,-0.4972383423397705,0.0,0.0,0.0,1.0,2,2,2,0,0,1,1
85,-0.9312282862985651,0.651068805141905,-0.20426300289596297,-0.20197679918875014,-0.4972383423397705,1.0,1.0,0.0,0.0,0,3,1,1,1,1,1
86,1.7216287902408662,-0.17922347693224594,-1.2818013073897934,-0.23425334178018795,0.5851385391146009,1.0,1.0,0.0,0.0,3,1,0,1,1,0,1
87,0.413611823592726,0.2883649598535916,-0.5321361485349734,-0.3867550275480668,-0.4972383423397705,1.0,0.0,1.0,0.0,2,2,1,1,1,1,0
88,1.3162374330481124,1.1868988294382685,-0.44874851732132487,-1.2308394482984928,-0.4972383423397705,1.0,0.0,0.0,1.0,3,3,1,0,0,1,1
89,1.9507640015759964,0.8394249683238733,-0.7457779787586228,0.09563539667301386,-0.4972383423397705,1.0,0.0,0.0,1.0,3,3,0,2,2,1,1
90,-0.734559468368311,0.12060674541398976,-0.7505499738264777,-0.0695411891292966,0.7294554566418505,0.0,1.0,0.0,0.0,0,2,0,1,1,0,1
91,1.0389312962415884,-0.12994049037720767,-0.10865833247155329,-0.2541739861356716,-0.4972383423397705,1.0,0.0,0.0,1.0,3,1,1,1,1,1,0
92,-1.1322003266222116,-1.2260058394874191,2.507102102496726,0.29628682470865436,-0.4972383423397705,1.0,1.0,0.0,0.0,0,0,3,2,2,0,0
93,0.7902979340687742,-0.7866704207331363,-0.475990989756031,-0.7982840846974606,0.013884073902571568,0.0,0.0,1.0,0.0,3,0,1,0,0,0,1
94,0.7972092643549541,-1.632186813600684,-0.8003875410830861,-2.6029754567244376,2.5694961551142814,1.0,0.0,0.0,1.0,3,0,0,0,0,0,1
95,-0.910660070233995,0.9051565504338693,-1.520344177240809,-0.7434585465585807,0.7294554566418505,0.0,0.0,1.0,0.0,0,3,0,0,0,0,0
96,-0.9312282862985651,-0.07334615679085082,-0.2686304499473599,-0.3665272375701267,0.3391437933295166,0.0,0.0,0.0,1.0,0,1,1,1,1,0,1
97,-0.6308121786605494,0.8245470259819719,0.9075768899353706,-1.095278786045189,-0.4972383423397705,1.0,1.0,0.0,0.0,1,3,3,0,0,1,0
98,0.688345240363848,-0.39029405714340026,-0.4776089941623467,1.5627049083119564,1.8028125307507687,1.0,0.0,1.0,0.0,2,1,1,3,3,0,1
99,0.5573340055861995,-1.4565339445509673,1.917166151498298,-0.5218271683732121,-0.4972383423397705,0.0,1.0,0.0,0.0,2,0,3,1,1,0,1
100,0.512616090575344,0.1123202806217124,1.6826839566039704,0.4340562282366317,-0.4972383423397705,1.0,1.0,0.0,0.0,2,2,3,2,2,1,1
101,-0.634926816636421,-0.06955108257362035,2.1437328897667807,0.35820356709555345,0.2104696186111647,1.0,0.0,0.0,1.0,1,1,3,2,2,0,1
102,0.23925704040538998,0.4322435247740361,-0.6602866458538948,0.45584632090559196,-0.4972383423397705,1.0,0.0,0.0,1.0,2,2,1,2,2,0,0
103,1.3841486445349225,0.7937320345662863,0.4244716073419801,0.8369037005387033,0.2694452820237425,1.0,1.0,0.0,0.0,3,3,2,3,3,0,1
104,-0.5219462657883127,0.010748229462741355,-0.855784639377979,-0.4725374373545726,-0.4972383423397705,1.0,0.0,0.0,1.0,1,2,0,1,1,0,0
105,-5.0952824178741105,-0.41059721085216366,0.38380391491151106,0.04687513527772984,-0.4972383423397705,1.0,0.0,0.0,1.0,0,1,2,2,2,1,1
106,1.4447062020989379,-0.00441497994528739,0.1292309650843785,-0.3037008696902834,-0.4972383423397705,1.0,0.0,0.0,1.0,3,2,2,1,1,1,0
107,1.0161268545322726,2.0831658298192166,-1.4546655889807547,0.21010283999350007,-0.4972383423397705,1.0,0.0,0.0,1.0,3,3,0,2,2,1,0
108,-0.9604637747951625,0.11059284885597682,-1.7025974999317255,-0.08296841918112716,-0.4972383423397705,1.0,0.0,1.0,0.0,0,2,0,1,1,0,0
109,1.6092182197279732,0.9675737885697674,3.0022753131826025,1.9318531911227104,-0.4972383423397705,1.0,0.0,0.0,1.0,3,3,3,3,3,1,1
110,-0.14935338717663674,-0.0021322314341575576,-0.0717236639875492,0.7317117850086688,0.013884073902571568,1.0,0.0,0.0,1.0,1,2,1,3,3,0,1
111,0.06486067880679855,0.27728694174284074,0.6995047992328334,1.2621254887824989,-0.4972383423397705,0.0,0.0,0.0,1.0,2,2,3,3,3,1,1
112,-1.97849621884014,2.492768707382005,-0.8582719529171441,-0.32858092375907066,-0.4972383423397705,1.0,1.0,0.0,0.0,0,3,0,1,1,1,0
113,1.2164546070695446,0.3020693594814419,0.5894600017503753,-0.9173688391697127,-0.4972383423397705,0.0,1.0,0.0,0.0,3,2,2,0,0,1,1
114,0.7966599688775302,0.9448340457715396,0.28369851439657984,-1.165906057128498,0.15991904997181214,1.0,0.0,0.0,1.0,3,3,2,0,0,0,1
115,1.2099562465506264,-0.9359397393367027,0.22955055145282793,0.44302075694007287,-0.4972383423397705,1.0,0.0,1.0,0.0,3,0,2,2,2,1,1
116,-0.5457142977142388,-0.4428671012072229,-0.9697720492114612,-2.0363996949981984,-0.4972383423397705,1.0,1.0,0.0,0.0,1,1,0,0,0,0,0
117,1.0291346047595467,1.8958065340972325,1.5696083725835515,-1.0528454317219975,0.6527870942054992,1.0,1.0,0.0,0.0,3,3,3,0,0,0,1
118,-0.6325061314167799,0.03470589852632707,0.09832982407270308,0.293466798540119,0.11610855715104003,1.0,1.0,0.0,0.0,1,2,2,2,2,0,1
119,-1.3993361811283125,0.09152220108371868,0.258318842139915,-0.9657756469296339,-0.4972383423397705,1.0,0.0,1.0,0.0,0,2,2,0,0,0,1
120,-0.3042873887170095,0.2764635288232968,0.686342518303852,-0.7321509615657527,0.07777437593286435,1.0,0.0,0.0,1.0,1,2,3,0,0,0,1
121,1.4932154526620702,1.0681115260537186,-0.6805437421746209,-2.545760881048531,-0.4972383423397705,1.0,1.0,0.0,0.0,3,3,0,0,0,1,0
122,-0.4911585811660695,-1.5792963849867914,-1.754598040323214,-0.8588168310920109,-0.4972383423397705,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0
123,-0.8934840770703417,-0.28529424954738203,-1.463128315207727,-0.5044413035344607,-0.4972383423397705,1.0,0.0,0.0,1.0,0,1,0,1,1,1,1
124,-1.5982773605429945,0.5988012528773852,0.42815044481151177,0.7741165132828829,-0.11389653015801399,1.0,0.0,0.0,1.0,0,2,2,3,3,0,0
125,1.1140266671932995,0.6537272594731208,-0.16049620427973935,0.5450366356849464,1.593716996833447,1.0,0.0,0.0,1.0,3,3,1,3,3,0,1
126,0.7966599688775302,0.2319494333897705,1.2489055705018028,-1.159564423985733,-0.4972383423397705,1.0,1.0,0.0,0.0,3,2,3,0,0,1,1
127,1.5670832795418368,1.2005485730533503,-1.251574877334459,-1.3441197740904742,-0.4972383423397705,1.0,0.0,0.0,1.0,3,3,0,0,0,1,1
128,0.2751514278156656,-0.13180783911793648,0.3736590598279489,-0.302549188907226,-0.4972383423397705,0.0,0.0,0.0,1.0,2,1,2,1,1,1,1
129,0.1762168958055727,-0.4238096991195678,0.725590634612174,0.33540878838197263,-0.4972383423397705,1.0,1.0,0.0,0.0,2,1,3,2,2,1,1
130,0.02198604736502345,0.15014672277729965,0.46404717820606267,0.28490363460980067,0.3391437933295166,1.0,0.0,0.0,1.0,1,2,2,2,2,0,1
131,-0.41263137332349753,-0.014088421622146565,-0.7282567004322296,0.1918764115020853,0.11610855715104003,1.0,1.0,0.0,0.0,1,1,0,2,2,0,1
132,0.03553155613990456,0.15462655990026042,0.11149774128724389,-0.24848432785003782,0.6527870942054992,1.0,1.0,0.0,0.0,1,2,2,1,1,0,1
133,-0.326616259444391,0.985123372331423,0.6266521702555061,0.7184840190445241,0.2104696186111647,0.0,0.0,1.0,0.0,1,3,3,3,3,0,0
134,0.9194924836590257,2.156703700693806,2.276138083753676,0.6745470563992617,0.2694452820237425,1.0,1.0,0.0,0.0,3,3,3,3,3,0,1
135,1.8681046813386641,1.063337634694081,1.888741801780085,0.5791352432418012,-0.4972383423397705,1.0,1.0,0.0,0.0,3,3,3,3,3,1,1
136,-0.42005838618216323,-0.3991787248057013,-0.7961504254363302,-0.9888870814964252,0.04395009838741519,1.0,1.0,0.0,0.0,1,1,0,0,0,0,0
137,1.1110625765214208,-1.2839477131025292,1.229816196100791,0.4435350743816577,0.7294554566418505,1.0,1.0,0.0,0.0,3,0,3,2,2,0,0
138,0.05020534741585613,0.04574468752170849,0.4108563188144658,-0.6381734328198826,-0.09722949484576367,1.0,1.0,0.0,0.0,1,2,2,0,0,0,1
139,-0.6664472903404984,-0.22339381007913406,0.03664967973460403,-0.6469528808811521,-0.4972383423397705,0.0,1.0,0.0,0.0,0,1,1,0,0,1,1
140,-0.5576074993183412,0.8078471049257854,0.042323876129629706,0.009623065476839303,-0.4972383423397705,1.0,0.0,0.0,1.0,1,3,2,2,2,1,0
141,-0.1241537664999012,0.6731033176169868,0.39369268620576414,0.2993145515841445,0.013884073902571568,1.0,1.0,0.0,0.0,1,3,2,2,2,0,0
142,-0.21689679886593924,1.9842646615449957,0.5326491727470776,-1.4065380839809958,-0.4972383423397705,1.0,0.0,1.0,0.0,1,3,2,0,0,1,1
143,-0.6729337266503965,0.48895591858267,0.26911280514582037,0.06009707131164824,0.2104696186111647,1.0,1.0,0.0,0.0,0,2,2,2,2,0,0
144,1.2757454574776426,0.4098518719226135,0.6146085976370597,-2.6029754567244376,-0.4972383423397705,1.0,0.0,0.0,1.0,3,2,3,0,0,1,0
145,0.5810700490474566,0.10255752305718156,1.8259470690017572,-0.5352313810694628,-0.4972383423397705,0.0,1.0,0.0,0.0,2,2,3,1,1,1,0
146,1.089783730999675,0.5548726781259504,-0.8107079718400371,-1.194923098520482,1.0361289063872554,1.0,1.0,0.0,0.0,3,2,0,0,0,0,0
147,0.295302275745808,-0.463379007461349,-0.77560989989722,-0.11247290090121714,0.15991904997181214,1.0,1.0,0.0,0.0,2,1,0,1,1,0,1
148,0.7164570460054727,-0.13700856901422823,0.45919577102149084,0.5706480523195032,-0.4972383423397705,1.0,1.0,0.0,0.0,2,1,2,3,3,1,1
149,1.302100032473297,-1.513873361461244,-1.0235255524031532,0.14812297238693728,1.625885540513035,1.0,0.0,0.0,1.0,3,0,0,2,2,0,1
150,1.4143097971230931,-1.6631844508187936,-1.861334479864074,-0.4657486849733885,-0.4972383423397705,0.0,0.0,0.0,1.0,3,0,0,1,1,0,0
151,1.0311755169027146,-1.024676648798893,0.5918515163989317,-0.36485829036980016,0.2104696186111647,1.0,0.0,1.0,0.0,3,0,2,1,1,0,1
152,-1.0539280196101088,0.50917400966083,0.7207911097138103,-1.4056912749875676,-0.4972383423397705,1.0,1.0,0.0,0.0,0,2,3,0,0,1,1
153,-0.18886308554056658,-0.4143688285065659,-1.4799333961740528,0.20311650617088572,-0.4972383423397705,1.0,1.0,0.0,0.0,1,1,0,2,2,0,1
154,-1.6143133940529688,0.12655429951886166,-0.6490702289660748,-0.15208567610571838,-0.4972383423397705,1.0,1.0,0.0,0.0,0,2,1,1,1,1,1
155,0.10462595461762222,-1.1676436927302172,-0.8181016739808948,-1.1905942171344275,0.9181775795620999,1.0,1.0,0.0,0.0,2,0,0,0,0,0,1
156,-1.1322003266222116,-0.36722972938461584,0.7853370206800551,0.07266353639896518,0.2694452820237425,1.0,1.0,0.0,0.0,0,1,3,2,2,0,1
157,1.2669996799085854,2.4232242877452865,0.6229592472345999,3.0022753131825994,-0.4972383423397705,1.0,0.0,0.0,1.0,3,3,3,3,3,0,1
158,-0.4084358177303417,-0.8103363465999225,-0.8607136362305927,-0.6223845056690496,0.42278200689644524,1.0,0.0,0.0,1.0,1,0,0,0,0,0,1
159,-1.329113190609749,-2.030455150298435,0.6760800214002786,-0.9639227686956163,-0.4972383423397705,0.0,0.0,0.0,1.0,0,0,3,0,0,1,1
160,-0.38570916902874247,-1.4825403038395493,-0.37729177866608893,-0.8543170808967142,-0.4972383423397705,1.0,0.0,0.0,1.0,1,0,1,0,0,1,0
161,-1.7498545564439243,-0.9036559092822768,-3.003696011587187,1.4994251300128993,-0.4972383423397705,0.0,0.0,0.0,1.0,0,0,0,3,3,1,0
162,-0.4758992259936713,-0.5472746033667091,0.06525178824495463,1.2310287505367623,1.342802356132661,1.0,1.0,0.0,0.0,1,1,2,3,3,0,1
163,0.7919754366115672,-0.595184577608442,-0.20775627625934934,-0.7791087452503864,-0.4972383423397705,1.0,1.0,0.0,0.0,3,1,1,0,0,0,1
164,-0.31608214067201285,0.47264300705105394,0.3849576046646459,-0.6895469058456225,-0.4972383423397705,1.0,1.0,0.0,0.0,1,2,2,0,0,0,0
165,-2.7079539516084696,-2.820921380888074,-2.517713505108796,-5.087478354292416,-0.4972383423397705,1.0,1.0,0.0,0.0,0,0,0,0,0,1,1
166,-0.33831347181663013,0.7074983659438467,1.2896680320421798,1.9298008030829954,-0.4972383423397705,1.0,0.0,1.0,0.0,1,3,3,3,3,1,1
167,1.2371189427412654,0.8585699164107491,0.36703711356766777,-0.02083544933876689,0.2694452820237425,1.0,0.0,0.0,1.0,3,3,2,1,1,0,1
168,0.5437001436234395,-0.20286851716092077,-0.09621564450840296,-0.040283056221707345,1.625885540513035,1.0,0.0,0.0,1.0,2,1,1,1,1,0,1
169,-0.38570916902874247,-1.7750713548792587,-0.6139745972387699,0.5425534463388026,0.11610855715104003,1.0,0.0,1.0,0.0,1,0,1,3,3,0,1
170,0.3846959164518804,-0.23813918842949058,-0.15139558139765902,-0.1130942534693947,0.04395009838741519,1.0,0.0,1.0,0.0,2,1,1,1,1,0,1
171,-1.8191654501807466,0.168047800687149,-0.015305860986977076,-1.3743510092952231,-0.4972383423397705,1.0,1.0,0.0,0.0,0,2,1,0,0,0,1
172,-1.345607668408004,-0.800601073101166,2.494127107540946,0.29913101998151437,-0.4972383423397705,1.0,0.0,0.0,1.0,0,0,3,2,2,0,0
173,0.20303846191972386,-0.5317631936808358,0.5967475673757585,1.7696714260197135,0.7294554566418505,1.0,0.0,0.0,1.0,2,1,2,3,3,0,1
174,0.4759654723985367,0.600317488215077,-1.5617179077504941,0.584432112846659,-0.4972383423397705,0.0,1.0,0.0,0.0,2,2,0,3,3,1,0
