,C1,C2,C4,C7,%_long_sentences,%_long_words,%_positive_words,%_negative_words,%_uncertain_words,C3',C5',C6',one_hot_Manufacturing,one_hot_Other,one_hot_Public Services,Y1,Y2
30,84.0,1.0,-0.03446512812118845,59.039,0.6810176125244618,0.04766877572332453,0.004361447263345414,0.006081454634805578,0.006757171816450642,0,6.3223432826044235,8.333333333333332,0,0.0,1,0,1
31,83.0,1.0,0.02071500183158597,38.434,0.5319148936170213,0.05367626502655857,0.006569751188146492,0.006569751188146492,0.013139502376292984,1,5.717948717948718,0.0,1,0.0,0,1,1
32,260.625,1.0,0.08509670457922383,68.525,0.5671641791044776,0.05592941528338567,0.00493494840735756,0.01114101988933752,0.014505757439808583,0,3.4839877403173207,19.23076923076923,1,0.0,0,0,1
33,29.0,1.0,0.016442651117707995,185.076,0.7061855670103093,0.05553732567678425,0.004593929450369155,0.00951599671862182,0.013125512715340444,0,4.342813633937182,0.0,1,0.0,0,0,0
34,94.0,1.0,-0.012382727363617861,40.045,0.5825,0.053774050320670945,0.0046373951652688705,0.00680809077454366,0.009669462259496794,1,3.63707136,8.108108108108109,0,0.0,1,0,1
35,133.0,1.0,0.05647474671864434,36.12,0.6307129798903108,0.05710211841390549,0.004073872895165671,0.010116784356328082,0.011950027159152634,0,4.942032474015489,19.23076923076923,1,0.0,0,0,1
36,87.0,1.0,0.016234824406075828,52.897,0.6539278131634819,0.047122471381527364,0.0050964403324447235,0.006664575819350792,0.008075897757566253,0,3.26327775,2.857142857142857,1,0.0,0,0,1
37,160.0,1.0,0.036866889518440776,519.966,0.577639751552795,0.04419746704574826,0.004523132592401137,0.007753941586973378,0.016154044972861204,1,3.7000211922596993,16.666666666666664,0,0.0,1,0,1
38,78.0,1.0,0.05699491838087051,32.068,0.6485981308411215,0.05422955422955423,0.004563004563004563,0.004914004914004914,0.009184509184509184,1,4.01707504,3.125,0,0.0,1,0,1
39,20.0,1.0,0.004669618127058825,774.43925,0.7517482517482518,0.052843888664784185,0.004840661557079467,0.008298276954993373,0.007203365412320637,1,2.851354640164376,19.23076923076923,0,0.0,0,0,1
40,119.0,1.0,-0.019999416118981355,46.672,0.598159509202454,0.0461324570273003,0.0037917087967644083,0.008594539939332659,0.011880687563195146,1,2.560376106070604,0.0,1,0.0,0,1,1
41,38.0,1.0,0.02925670137266296,608.16,0.6666666666666666,0.049263450042698546,0.005924423569598634,0.01430401366353544,0.013983774551665244,1,2.345032117647059,19.23076923076923,1,0.0,0,0,1
42,112.0,1.0,-0.006417682468154485,227.60710887096795,0.5700197238658777,0.05622393326916907,0.006336220725056144,0.01122874558870709,0.011389156239974335,0,3.2141313857677902,0.0,0,0.0,1,1,1
43,156.0,1.0,-0.0008063218195906665,69.833,0.6581352833638026,0.04953631703242901,0.0032256206439721215,0.008985657508208053,0.011174471516617707,0,4.509090678569653,0.0,0,0.0,1,1,0
44,222.0,1.0,-0.004839837912175111,197.86753723404263,0.6357142857142857,0.061957569913211184,0.004459980713596914,0.009281581485053038,0.012777242044358728,0,3.3987702173913044,0.0,1,0.0,0,1,1
45,102.0,1.0,0.0283099533258931,72.503,0.687960687960688,0.049487365786711875,0.00403648986841043,0.006700573181561314,0.007830790344716235,0,7.868826298996885,19.23076923076923,1,0.0,0,0,1
46,39.0,1.0,0.0027190288727909386,197.86753723404263,0.4663677130044843,0.05749163221106517,0.0057097853908249655,0.011813349084465446,0.014963575506989565,0,4.576163611111111,0.0,1,0.0,0,1,1
47,116.0,1.0,-0.02246402239096419,74.005,0.6096681096681097,0.057173107464266806,0.007789457762988732,0.015813927800582772,0.01767122942347929,0,3.7376583870967743,0.0,1,0.0,0,1,0
48,90.0,1.0,0.03469512390660059,75.813,0.6203090507726269,0.053901437371663245,0.0034223134839151265,0.006416837782340862,0.011550308008213552,0,5.026452805464894,19.23076923076923,0,0.0,1,0,1
49,107.0,1.0,0.015487112031121256,19.157,0.6169354838709677,0.06184012066365008,0.007692307692307693,0.008144796380090498,0.017740412730663572,0,2.9753825,0.0,1,0.0,0,1,1
50,93.0,1.0,-0.05993323169635589,8.822,0.5171232876712328,0.0582018927444795,0.005362776025236593,0.006309148264984227,0.016246056782334387,0,3.743114,0.0,1,0.0,0,1,0
51,117.0,1.0,0.002756461109020153,139.357,0.6371951219512195,0.04011824324324324,0.006228885135135135,0.006228885135135135,0.00855152027027027,1,2.7099228358208953,13.333333333333334,1,0.0,0,0,1
52,86.0,1.0,0.049754821648229856,20.719,0.6948775055679287,0.05476795506219072,0.006620302260264812,0.006553430520262137,0.01263875886050555,0,3.293870111111111,0.0,1,0.0,0,1,0
53,260.625,1.0,0.059353423385064455,774.43925,0.55,0.0652282082598272,0.005790021260234315,0.014655991314968109,0.014248880445107885,1,5.460375069444445,7.142857142857142,1,0.0,0,0,1
54,77.0,1.0,0.08987183041029774,197.86753723404263,0.5767790262172284,0.06543550966991421,0.005089428529882216,0.007416024429256944,0.012360040715428238,0,3.7934025,0.0,1,0.0,0,1,0
55,90.0,1.0,-0.01458233982616616,774.43925,0.634453781512605,0.03459190594619037,0.007687090210264526,0.005652272213429799,0.011681362574421584,1,3.8798307657491073,3.614457831325301,1,0.0,0,0,0
56,149.0,1.0,-0.02469393686831301,1.9,0.5407407407407407,0.0559748427672956,0.009433912528312282,0.005974842767295598,0.011320754716981131,0,3.0563483636363635,0.0,1,0.0,0,1,0
57,110.0,1.0,0.01929958934297418,167.884,0.717948717948718,0.04437970564867012,0.00469146078468465,0.005939994703189437,0.011047633460709015,1,7.868826298996885,5.88235294117647,0,0.0,1,0,1
58,238.0,1.0,0.00430373527330501,774.43925,0.6360153256704981,0.055823127379478005,0.006329984863079675,0.013714967203339297,0.01137562497133159,0,2.7586206896551726,0.0,0,0.0,1,1,0
59,67.0,1.0,0.012708623146163443,32.978,0.6051188299817185,0.05294379356369568,0.004745662168174403,0.006228681595728904,0.012976419991101884,0,5.509124509124509,4.545454545454546,0,0.0,1,0,1
60,59.0,1.0,0.002046754742247154,389.962,0.6189555125725339,0.05804971319311664,0.0076481835564053535,0.01277246653919694,0.014455066921606119,0,3.1380748,0.0,0,0.0,0,1,1
61,149.0,1.0,-0.012062164680420817,774.43925,0.740506329113924,0.048891912908242616,0.005589035769828927,0.007873250388802489,0.00806765163297045,0,7.868826298996885,0.0,0,0.0,1,1,1
62,147.0,1.0,0.04638015077402592,227.60710887096795,0.5555555555555556,0.050827966881324745,0.0020699172033118675,0.008509659613615455,0.013799448022079117,0,1.3782262576687117,0.0,0,0.0,1,1,0
63,91.0,1.0,0.050890498603735436,259.295,0.6894941634241245,0.061365373590674566,0.006807758455952609,0.013734951270781578,0.014188801834511752,1,5.4392558125,19.23076923076923,1,0.0,0,0,1
64,260.625,1.0,0.01076544990065678,311.502,0.5328467153284672,0.05186308146493258,0.006063991063592117,0.010133248224686827,0.010053458868586931,1,2.70282872,19.23076923076923,1,0.0,0,0,1
65,105.0,1.0,0.00549637470275211,92.478,0.6185567010309279,0.053400406307439294,0.0031924155944664796,0.005417432523943117,0.008609848118409596,0,4.576166727272727,0.0,0,0.0,1,0,1
66,238.0,1.0,0.019731083271667373,75.436,0.5841750841750841,0.04993173395748001,0.0031207333723425007,0.009882322345751251,0.01157271958910344,0,3.182460153846154,16.27906976744186,1,0.0,0,0,1
67,83.0,1.0,-0.061579848740387674,176.624,0.6821705426356589,0.050940364804838864,0.00302428881958227,0.00954541158680654,0.011813628201493242,1,5.338230654205607,18.181818181818183,1,0.0,0,0,1
68,111.0,1.0,0.03611721593918047,311.709,0.5717344753747323,0.0504453735684421,0.006998727504090165,0.008998363933830213,0.011270678058534812,1,1.925,0.0,0,0.0,0,1,1
69,77.0,1.0,0.010983105662161895,213.672,0.601123595505618,0.039947466345627666,0.00536281055050892,0.005691145890335997,0.010397285761190762,1,2.613157177225341,17.647058823529413,0,0.0,0,0,1
70,177.0,1.0,0.051526532500396634,60.169,0.6365105008077544,0.05699262661670494,0.0028405656956364076,0.007433820863048471,0.011543575486522422,0,5.2750074,0.0,0,0.0,1,0,1
71,96.0,1.0,0.018065909915302072,37.811,0.6577181208053692,0.03733923385423869,0.004148803761582077,0.006638086018531324,0.01341446549578205,0,2.1838725,10.714285714285714,0,0.0,0,0,1
72,214.0,1.0,0.03228429921272611,143.062,0.6526946107784432,0.05273217899707668,0.003710366539239937,0.012030582415111311,0.011018664268045873,1,4.751481481481481,0.0,1,0.0,0,1,0
73,215.0,1.0,-0.03834154622795221,72.992,0.5156576200417536,0.05198555956678701,0.00351985559566787,0.0101985559566787,0.013176895306859206,1,5.120858222222222,0.0,0,0.0,1,1,0
74,118.0,1.0,0.019835982850230017,559.54,0.5601023017902813,0.04493664146523267,0.006069641145777872,0.008518794590565435,0.010009583643914386,1,1.9525279259259258,0.0,0,0.0,0,0,0
75,93.0,1.0,0.010500794785178772,774.43925,0.7516059957173448,0.04535452322738386,0.003728606356968215,0.004706601466992665,0.015281173594132029,1,6.224863267326732,10.0,0,0.0,1,0,1
76,79.0,1.0,0.0111853044880828,22.65,0.528395061728395,0.05079294665631585,0.0064322945547299545,0.011090163025396473,0.013529998890983698,0,4.459623,0.0,1,0.0,0,1,1
77,260.625,1.0,-0.016128119258393494,227.60710887096795,0.6470588235294118,0.04359972908906197,0.004232983406705046,0.0077886894683372844,0.008465966813410091,0,7.868826298996885,0.0,0,0.0,1,1,0
78,93.0,1.0,0.003353816539135266,197.86753723404263,0.6112852664576802,0.0655388871156506,0.00744760080859666,0.007873177997659325,0.015214384508990318,0,3.8821672,0.0,1,0.0,0,0,1
79,188.0,1.0,0.0033405857511660856,197.86753723404263,0.668,0.050206124852767965,0.005153121319199058,0.007361601884570083,0.017520612485276796,0,6.190476190476191,0.0,1,0.0,0,1,1
80,91.0,1.0,-0.05797847449374761,1.94,0.7421487603305785,0.06063782003293906,0.009433912528312282,0.01252682537305984,0.007386335279732495,1,5.3219536,6.25,0,0.0,0,0,1
81,260.625,1.0,-0.045701373246791265,148.224,0.5035714285714286,0.04792583280955374,0.004714016341923318,0.010370835952231301,0.013984915147705845,1,2.3367930555555554,3.3333333333333335,0,0.0,0,0,1
82,124.0,1.0,0.02181132592841911,774.43925,0.7489597780859917,0.05063385533184191,0.00488441461595824,0.010328113348247576,0.010589112602535422,1,7.4941354375,0.0,0,0.0,0,1,1
83,111.0,1.0,-0.002117746190072883,24.568,0.585278276481149,0.05585702915852688,0.003907097894508357,0.0057159395123363,0.010274220389262716,0,5.181002,3.0303030303030303,0,0.0,1,0,1
84,198.0,1.0,0.009750672113699626,8.235,0.6163793103448276,0.059260393538013934,0.004211009876732256,0.009800168440395069,0.0113314447592068,0,2.42575,0.0,0,0.0,1,1,1
85,91.0,1.0,-0.02372061747056409,4.517,0.46335078534031415,0.062170579779587926,0.005749880210828941,0.010541447053186392,0.010661236224245328,0,3.3842108695652175,0.0,1,0.0,0,1,1
86,118.0,1.0,0.0645993451786608,117.616,0.7317784256559767,0.0400314657809632,0.006030941351280483,0.008128660082160651,0.008303469976400664,1,3.3292004,11.76470588235294,1,0.0,0,0,1
87,100.0,1.0,0.02105232914807478,198.834,0.6675461741424802,0.04488566858003199,0.006963395125623412,0.009409993413004612,0.00988049308365484,1,3.0811366,0.0,0,0.0,0,1,0
88,213.0,1.0,0.051102896447133964,141.873,0.6439169139465876,0.04953250222617987,0.0036731967943009797,0.012466607301869992,0.01007346393588602,0,2.007138105263158,0.0,0,0.0,1,1,1
89,114.0,1.0,0.07222780488186492,218.29,0.625560538116592,0.05252011859381618,0.002964845404489623,0.011181702668360865,0.00940279542566709,1,3.936275777777778,0.0,0,0.0,1,1,1
90,14.0,1.0,-0.017173041723842902,21.873,0.5660919540229885,0.04359925788497217,0.005333951762523191,0.008928571428571428,0.00939239332096475,0,3.619607843137255,13.333333333333334,1,0.0,0,0,1
91,93.0,1.0,0.0418707113204849,95.623,0.6230677764565993,0.05910790841922831,0.0032381647359299463,0.008255039678920004,0.01090030101249658,1,3.2956958666666667,0.0,0,0.0,1,1,0
92,83.0,1.0,-0.030411457792077785,0.367,0.5023474178403756,0.06980524483365623,0.00444354675823066,0.005857402544940416,0.017740412730663572,0,4.358452,0.0,1,0.0,0,0,0
93,97.0,1.0,0.033593111500030436,14.798,0.495114006514658,0.04318604318604319,0.007007007007007007,0.006721006721006721,0.01001001001001001,1,2.500129,5.555555555555555,0,0.0,0,0,1
94,182.0,1.0,0.03382320623002174,64.482,0.7704280155642024,0.04168620463284254,0.006517865516271218,0.00515802307043046,0.00928444152677483,0,1.0,19.23076923076923,0,0.0,1,0,1
95,71.0,1.0,-0.023035852320323243,96.107,0.5149501661129569,0.05010376519418915,0.003112955825674474,0.011414171360806405,0.007856507560035577,1,2.570705333333333,13.333333333333334,0,0.0,0,0,0
96,88.0,1.0,-0.02372061747056409,12.231,0.5394736842105263,0.0470362590190885,0.002739976253539136,0.008402593844186684,0.010503242305233355,1,3.1129453333333332,9.090909090909092,0,0.0,1,0,1
97,96.0,1.0,-0.013719046092875624,774.43925,0.612,0.056258576002439394,0.006098490623570666,0.011129745388016466,0.013797835035828633,1,2.1501585382762958,0.0,1,0.0,0,1,0
98,94.0,1.0,0.030198862266011022,774.43925,0.6888888888888889,0.06207004377736085,0.006253908692933083,0.007608922243068585,0.010006253908692933,1,7.868826298996885,19.23076923076923,0,0.0,0,0,1
99,139.0,1.0,0.025837184637571033,197.86753723404263,0.5032258064516129,0.057493188010899185,0.0027247956403269754,0.005449591280653951,0.017438692098092644,0,2.8769045454545457,0.0,1,0.0,0,0,1
100,100.0,1.0,0.024348418198384663,197.86753723404263,0.6301369863013698,0.05424222797927461,0.005505181347150259,0.008905440414507772,0.016515544041450777,0,4.6742566666666665,0.0,1,0.0,0,1,1
101,58.0,1.0,-0.013856032240963977,26.586,0.6731234866828087,0.06373445501097294,0.003566203365032919,0.008412582297000731,0.017740412730663572,0,4.4976522,7.6923076923076925,0,0.0,1,0,1
102,140.0,1.0,0.015247641034643978,22.488,0.6072607260726073,0.05893488137304392,0.007950530035335688,0.009843513377082282,0.009591115598182737,1,4.72626,0.0,0,0.0,1,0,0
103,124.0,1.0,0.053363823247533915,232.947,0.6524953789279113,0.047240994685388095,0.004396037005445837,0.01102289875992389,0.01233514861229578,0,5.735174907867552,8.333333333333332,1,0.0,0,0,1
104,98.0,1.0,-0.010094639243490348,227.60710887096795,0.6166902404526167,0.034204486782705226,0.005445624629320106,0.008626732086051652,0.00916590284142988,1,2.9498137931034485,0.0,0,0.0,1,0,0
105,91.0,1.0,-0.08217366219725758,38.563,0.7197943444730077,0.04956468611577822,0.00435313884221781,0.007560714831220406,0.012219337100962274,0,3.8400168,0.0,0,0.0,1,1,1
106,95.0,1.0,0.05537992930521834,293.605,0.7111111111111111,0.06082373443277936,0.005100522803587367,0.008585880052705403,0.011518680664768138,0,3.2138505833333335,0.0,0,0.0,1,1,0
107,170.0,1.0,0.041111496865316996,113.311,0.6092814371257484,0.048302800242064146,0.005391428728613082,0.015813927800582772,0.007977113935192827,0,4.171837302908036,0.0,0,0.0,1,1,0
108,72.0,1.0,-0.02469393686831301,160.871,0.605,0.061326291079812204,0.003129890453834116,0.008900625978090767,0.0075312989045383414,0,3.5950141843971632,0.0,0,0.0,0,0,0
109,93.0,1.0,0.06085692819100021,774.43925,0.6533864541832669,0.06980524483365623,0.00416196388261851,0.01163939051918736,0.017740412730663572,0,7.868826298996885,0.0,0,0.0,1,1,1
110,260.625,1.0,0.002309869621072027,348.869,0.544468546637744,0.06263858093126386,0.004249815225424981,0.008592017738359202,0.010994087213599409,0,5.436885909090909,5.555555555555555,0,0.0,1,0,1
111,260.625,1.0,0.009441568676369546,227.60710887096795,0.6974063400576369,0.04756380510440835,0.00705723124516628,0.009377416860015468,0.013147718484145398,0,7.11729,0.0,0,0.0,1,1,1
112,79.0,1.0,-0.05858667395878593,774.43925,0.6289592760180995,0.05913686639071724,0.008990975096695393,0.015813927800582772,0.009160616136255684,0,3.17350542,0.0,1,0.0,0,1,0
113,114.0,1.0,0.047780887304086854,197.86753723404263,0.7907542579075426,0.05087707942261635,0.005307786911774225,0.009450449867305328,0.012816363518674347,0,2.3534359523809525,0.0,1,0.0,0,1,1
114,79.0,1.0,0.03380491886864125,371.445,0.5608695652173913,0.04498567335243553,0.00792741165234002,0.011556829035339064,0.011938872970391595,1,2.0744170588235296,7.142857142857142,0,0.0,1,0,1
115,260.625,1.0,0.047564541326239926,6.616,0.7373188405797102,0.05064141722663409,0.0064752596212583995,0.006414172266340868,0.011789859499083689,0,4.6955814,0.0,0,0.0,0,1,1
116,87.0,1.0,-0.010885933923670295,774.43925,0.6794171220400729,0.0517750463503399,0.009201400810272608,0.007484721554624734,0.00892673212936895,1,1.3333333333333333,0.0,1,0.0,0,0,0
117,125.0,1.0,0.04154455600912957,506.305,0.6596194503171248,0.05335228973361269,0.006360371146363364,0.01556420233463035,0.01608799760550733,1,2.1969880533333335,12.5,1,0.0,0,0,1
118,70.0,1.0,-0.013775441835218064,8.678,0.5434782608695652,0.06312900274473925,0.006404391582799634,0.00869167429094236,0.011436413540713633,0,4.352215666666667,6.666666666666667,1,0.0,0,0,1
119,107.0,1.0,-0.039305049874703096,330.118,0.6666666666666666,0.0518990073370738,0.00927924039706517,0.008847647820457489,0.011868795856711264,1,2.2962963333333333,0.0,0,0.0,0,0,1
120,137.0,1.0,-0.0028482541806786194,207.502,0.5765765765765766,0.06197916666666667,0.003125,0.009375,0.01310763888888889,1,2.585507466666667,6.25,0,0.0,1,0,1
121,100.0,1.0,0.05699491838087051,774.43925,0.7408536585365854,0.053138660085038605,0.005582696593879095,0.00931813354111922,0.011930175876079039,1,1.0294771241830065,0.0,1,0.0,0,1,0
122,98.0,1.0,-0.009069643520976828,519.023,0.6865384615384615,0.03933101835447523,0.006165402877188009,0.005244135780596698,0.0074410034724682874,1,2.4244543373493976,0.0,1,0.0,0,1,0
123,260.625,1.0,-0.02246402239096419,388.556,0.5510204081632653,0.04560644780813839,0.0057990957342244935,0.007863180656575585,0.00796147041478278,1,2.902413631284916,0.0,0,0.0,1,1,1
124,79.0,1.0,-0.045928277974958534,100.181,0.5647668393782384,0.05375661375661376,0.004514991181657848,0.01037037037037037,0.012345679012345678,0,5.555218166666666,4.166666666666666,0,0.0,1,0,0
125,100.0,1.0,0.04437081598735093,23.333,0.5740402193784278,0.05209172833174591,0.004176130119422668,0.01055022345959411,0.010770019781668987,0,4.945218166666667,19.23076923076923,0,0.0,1,0,1
126,37.0,1.0,0.03380491886864125,502.6,0.6148648648648649,0.05147124188816784,0.006311672148635435,0.009245266245888523,0.014934660858743,1,2.081107448275862,0.0,1,0.0,0,1,1
127,226.0,1.0,0.059454155167011566,269.608,0.6499388004895961,0.04934886908841672,0.004295179346584419,0.01251999086132054,0.008361891706648389,0,1.8949475274445757,0.0,0,0.0,1,1,1
128,94.0,1.0,0.016442651117707995,63.086,0.594679186228482,0.049747568033493415,0.004802364240857037,0.008250215490703115,0.012190616919098634,0,3.215730504324406,0.0,0,0.0,1,1,1
129,77.0,1.0,0.013148883711569307,197.86753723404263,0.5870646766169154,0.06552706552706553,0.007733007733007733,0.007529507529507529,0.013227513227513227,0,4.445895666666667,0.0,1,0.0,0,1,1
130,133.0,1.0,0.008014169559762604,32.179,0.6181384248210023,0.05973615756224452,0.004817102442847078,0.009011519881085098,0.01244890375325158,1,4.333333333333333,9.090909090909092,0,0.0,1,0,1
131,112.0,1.0,-0.006455284788673374,14.344,0.5281899109792285,0.05929003021148036,0.00893756294058409,0.008559919436052367,0.00944108761329305,0,4.133406833333333,6.666666666666667,1,0.0,0,0,1
132,190.0,1.0,0.008465131972944257,33.873,0.6547085201793722,0.0490211073722851,0.002906087488528602,0.009024166411746712,0.011471397981033955,0,3.3052307547169812,12.5,1,0.0,0,0,1
133,63.0,1.0,-0.0035916357394070756,378.525,0.6385281385281385,0.04926183737474184,0.004054157423697698,0.011703511053315995,0.012927407634054922,1,5.40049156626506,7.6923076923076925,0,0.0,0,0,0
134,83.0,1.0,0.03789430732969007,197.86753723404263,0.6078431372549019,0.05685869769187465,0.0046913116907487335,0.015813927800582772,0.017740412730663572,0,5.281344666666667,8.333333333333332,1,0.0,0,0,1
135,64.0,1.0,0.06947587823623698,197.86753723404263,0.7121212121212122,0.06849680170575694,0.003464818763326226,0.01199360341151386,0.01732409381663113,0,5.031584,0.0,1,0.0,0,1,1
136,126.0,1.0,-0.0067025478259751595,320.732,0.6433333333333333,0.048173636844891475,0.003646844303276278,0.0075877889535909656,0.00929357096641374,1,2.2695068757464014,5.88235294117647,1,0.0,0,0,0
137,260.625,1.0,0.044272134313262886,35.075,0.5477386934673367,0.05339700455828088,0.00379856739743868,0.005752116344692858,0.014868678098545692,1,4.6968078,13.333333333333334,1,0.0,0,0,0
138,203.0,1.0,0.00895365761153808,757.726,0.5805168986083499,0.05161567057477838,0.004432370603374321,0.0087217615098656,0.012296253931941665,1,2.711872692307692,4.3478260869565215,1,0.0,0,0,1
139,91.0,1.0,-0.014905424266206998,2.056,0.5674846625766872,0.04885381435550545,0.002755856194413128,0.0080170362019291,0.011273957158962795,0,2.6998105714285714,0.0,1,0.0,0,1,1
140,23.0,1.0,-0.011281887075742946,164.044,0.5847750865051903,0.05405600984152254,0.0033287502713655113,0.011071712859107026,0.011288805268109126,0,3.7680656923076925,0.0,0,0.0,1,1,0
141,260.625,1.0,0.00314882531779097,587.899,0.6112531969309463,0.04837721984078383,0.0076546233925290875,0.010614411104307001,0.01224739742804654,1,4.3651576,5.555555555555555,1,0.0,0,0,0
142,93.0,1.0,6.118775639270777e-05,32.82,0.631236442516269,0.04853703139286803,0.0021334958854007926,0.015813927800582772,0.01264858274916184,1,1.8358322033898304,0.0,0,0.0,0,1,1
