,C2,C3',one_hot_Manufacturing,one_hot_Other,one_hot_Public Services,0,1,2,3,4,5,6,7,8,9,Y1,Y2
10,1.0,0,1,0,0,-0.24273007000088404,0.24645000458443753,-2.9931220093821684,-1.0891286940882063,2.118541437527573,-0.02088458714364857,-0.618101664414236,0.3373883023424464,-0.7619466896115672,-0.7878971380115842,1,1
11,1.0,1,1,0,0,0.11728979699875398,0.37392570543847775,-0.7362794075709641,0.760566448691273,-1.0250815820070984,-0.9896932384301433,-0.4347521230487368,0.9552279465603879,0.2407624568971229,1.223809417672385,0,1
12,1.0,0,1,0,0,0.2745777192153071,-0.4084358177303417,-3.7413534580571373,-0.96656055880018,2.445702456287603,1.2964724280863886,0.838572748636903,0.6707008474065451,0.06099031216539893,1.2474392887323749,0,1
13,1.0,1,1,0,0,2.138664828478216,0.4803644990396593,0.20409126591289867,-0.2757565422106047,-0.4946376093160612,0.12928489344154787,1.4997821217556346,-0.8277351762511452,-0.05944034385028194,-0.7878971380115842,1,1
14,1.0,1,0,0,1,1.035031887405343,-2.785524832276826,0.7750884478839581,1.0530218585046427,-2.4120336991860922,0.2119281491817434,-1.6866261409063183,-1.1614024564677015,1.7246944950013756,-0.7878971380115842,1,1
15,1.0,1,0,1,0,0.1053944789076984,-0.21107959719002664,0.8327996534216747,-1.3954530150687017,-0.014194075763472659,0.3102515092503377,-1.6612459062188174,0.6010027663871574,-1.1776142471944506,-0.7878971380115842,0,1
16,1.0,1,1,0,0,-0.6179059506463789,-0.4084358177303417,0.6018070100334625,0.02820766248751232,0.16478723619014685,0.7169280912727056,1.0229445310575909,0.21185238525125719,-0.9551156801704631,-0.7878971380115842,1,1
17,1.0,1,1,0,0,-0.3522029926139954,0.887547936313413,0.21431865492161561,-0.23912309647508764,-1.9814970704249995,-0.7215288453146396,-1.3987193765307757,-1.104884672401208,1.4003829053468713,-0.7878971380115842,1,1
18,1.0,1,0,0,1,0.8583978475103358,-0.5999746782028343,0.08615900831404562,-1.3828871565037892,-2.272988366963356,-0.3875658214618728,-0.8076740786176652,-1.5605890322172657,0.03099926019899878,1.279713687870552,0,1
19,1.0,0,1,0,0,0.5991435151483447,1.1408144792017019,0.582963054683112,-0.05160410293775612,0.5168458106361918,-0.16508457089063577,0.43732216616299435,0.7107013339755556,0.46182073645655997,-0.7878971380115842,1,0
20,1.0,1,1,0,0,-0.5986430443908767,1.404459173483132,1.3923920841368373,-0.4292428667504925,-0.7350040350975042,-0.7319474039990529,-1.6687464962913423,-2.5810666120568566,0.3290135800551871,1.223809417672385,0,1
21,1.0,0,0,0,1,-0.8034643590339009,-0.14227157395278295,-0.28087807570095247,-1.2297693897775233,-0.7742687618299565,-0.4125994588215205,1.595675233320298,1.198420789540649,-0.45662814037780153,-0.7878971380115842,0,1
22,1.0,0,1,0,0,-0.36851850497674105,0.8574190192905838,-3.2986153631165123,-0.3303004432446886,0.9781571561589028,1.7495108100866104,-1.165077392546938,1.353489437275062,0.055395850665868024,-0.7878971380115842,1,1
23,1.0,0,1,0,0,-0.21287198426934995,-0.2711795945443638,-1.7180449730883822,0.9781874371094675,0.42038912079690754,1.154330686513636,-1.186651549570755,-0.1456028419517301,-0.4391301101069992,-0.7878971380115842,0,1
24,1.0,0,1,0,0,-0.6374206667231321,-0.33761701939523997,-2.0010526735156167,-0.3634532387015311,0.8419753292902576,-0.286884672657456,0.7467123880061148,1.3226825809033,0.18429402814179355,-0.7878971380115842,1,1
25,1.0,1,1,0,0,2.138664828478216,-1.3335689204886791,-0.0852587103897431,0.6312422483785259,0.7766269559717647,0.8894162478600242,-0.8919365573316043,1.9337959513367349,0.2780335830288055,-0.7878971380115842,1,1
26,1.0,0,1,0,0,-1.5956151430053356,0.5551270113384839,0.5756410176861457,0.05612186619830391,0.26096261621157746,-1.541380383285885,1.0835433348114067,-0.021293373616977633,-0.8824827319455888,1.2027865731380827,0,1
27,1.0,1,0,0,1,-0.04527323502369924,0.8518514534480309,0.6859402687064041,0.6997136948942255,-0.5243845494859646,0.9072226320665684,0.10178686490675824,-0.5022402444773352,0.4220096492736258,-0.7878971380115842,1,1
28,1.0,0,1,0,0,-0.6571938633687516,-0.6977415678578692,-0.9159647389132891,0.9442330779164176,-0.059110864751111755,1.6196232038697367,-0.061615196638687884,0.7762915574064712,-1.0342303438391705,-0.7878971380115842,1,1
29,1.0,1,1,0,0,-1.5227785258079805,-1.3335689204886791,0.4248029909598893,0.3326153911161442,0.00916944243711459,-0.16789874326858,-1.648567598548802,-0.4961002153896548,0.10887476531042822,-0.7878971380115842,1,0
30,1.0,0,0,0,1,-0.4880106230619955,-1.2539599797738938,-0.3269235929701716,0.7115032626281245,-0.6590454342399288,-0.45013937935874193,-1.1057776007993463,-2.173171200307577,1.028869371532061,1.2436543198995085,0,1
31,0.0,1,1,0,0,-0.5058893340196717,0.4034795598120954,-0.5462723142839969,-1.2559243131013202,0.22625727365064402,0.8176850152716003,-0.8588661144689997,0.6949916084531438,0.8309793493028963,-0.7878971380115842,1,1
32,1.0,0,1,0,0,1.8859364164245012,2.337305736936596,-0.2507847257682027,-0.8169280593028166,0.5582961542824494,-0.06782175038138277,0.8296588882909026,1.121634986137978,-0.14475088001338954,1.4103151903757878,0,1
33,1.0,0,1,0,0,-2.075692710402945,0.2751514278156656,0.25692622838647416,1.0735067456798646,0.5005152789551939,-0.2894244595725141,0.32562001760399706,0.6903972008546023,0.2892076178318357,-0.7878971380115842,0,0
34,1.0,1,0,0,1,-0.3200973569037169,-0.5906733188706811,-0.5252900638252588,-0.6210509382579665,0.2406675507730618,-0.26028115466274443,-0.7449382810116574,-0.6275627790038559,-0.06006203008099589,1.241217637500706,0,1
35,1.0,0,1,0,0,0.1980042927519916,1.47759111322895,-0.5780031051149043,0.014686682477394164,0.7311133170932171,-0.6612303797413791,0.5213460375858893,0.28574176659217715,0.5437675132141879,1.3730778800939707,0,1
36,1.0,0,1,0,0,-0.43562438760683353,0.26890895956602406,-0.3830575202529722,0.33190448259153643,-0.7395523962523363,0.031828883939018206,-0.813051873625836,-1.4042681295356754,-0.27364240232740206,1.148456385528293,0,1
37,1.0,1,0,0,1,0.47392066249418685,0.8886320470218363,0.7847852939328824,-0.6834540243434166,-1.1706000649785853,-0.33748853454909594,-0.3290408023724354,1.585810787987239,-0.026266720829377546,1.3052982166057496,0,1
38,1.0,1,0,0,1,-0.5986430443908767,1.4932154526620702,-0.6388057450226134,0.25842471456720095,0.30779357025211834,-0.31032764527811796,-1.7872347432431328,-0.8494808194334497,0.1356526600893826,1.1564258944687416,0,1
39,1.0,1,0,1,0,-2.6303830457317714,-0.0784738789071055,1.6834388504882285,1.7524902164023823,0.10359287761646985,-0.12752163918829368,-0.11213467933158153,-1.897387202822562,-0.5393960737167323,1.3276484491288632,0,1
40,1.0,1,1,0,0,0.03196060044023368,-0.8194549675305121,-0.44703556806110356,-0.41791556207722286,-0.885447352432437,-0.8833618440391762,1.3861253083074134e-05,0.2606434029662791,-0.7513878438352652,-0.7878971380115842,1,1
41,1.0,1,1,0,0,-1.672188569467247,0.6600456564624835,0.8648456501187544,0.5091285711525557,-0.4240438517343437,0.49771290104570787,1.6286117568930951,0.9635758867261087,-0.9244140967352915,1.3359660342266573,0,1
42,1.0,0,0,0,1,-0.058543140369355415,-0.4115019165269743,0.8306497025000324,-0.7806827766565092,0.601698240774082,0.7056759832864794,0.8547339160768954,0.07841239525078608,-0.3035288011764879,-0.7878971380115842,1,1
43,1.0,0,0,0,1,0.43612485836330983,-0.2429540892970218,-0.24112276253997725,0.39018968036717555,-0.3838323968804365,-1.3837530898239847,0.14228900131543606,-0.003661540840194007,0.36320593835037474,-0.7878971380115842,1,0
44,1.0,0,1,0,0,0.9628358428496061,-0.3641083718463275,0.582963054683112,0.08240576650779978,1.446644239146232,-0.3810015656083224,0.2458792841132864,0.5744134721893255,-0.19352211926167567,-0.7878971380115842,1,1
45,1.0,0,1,0,0,-0.19816393897454496,0.6316082887345505,-0.22194948207286821,0.8104607457842454,-0.3910461709215596,-0.689759608466254,-0.7958303454881058,-1.5371944493949368,1.8084462476519214,1.330882745341392,0,1
46,1.0,0,1,0,0,-1.6334109471354945,-0.13706351539911943,0.582963054683112,-2.0322288022667463,0.7885146043831623,0.38351129791770777,1.0169920402728807,1.2556512523514725,0.3922858636330192,-0.7878971380115842,1,1
47,1.0,0,1,0,0,-0.006156904914039648,-0.8934840770703417,-0.2114716174689293,-0.2665847477651877,0.7415747254026126,1.344703029376281,2.56280399353459,1.9729690274306557,-0.006334362859581232,-0.7878971380115842,1,0
48,1.0,0,0,0,1,-0.38501430289272287,0.8233989604224072,-0.19913760200535188,-0.12510500573281108,0.259440135375579,-1.200571692405777,-0.9341573282423646,0.13901047887946955,0.5771257780587304,1.3215126823496697,0,1
49,1.0,0,1,0,0,-0.1267218613653978,0.24645000458443753,-0.9020669067722829,-0.17012234205292392,1.4293361536170264,1.305862855781365,-0.17181852669627165,3.3438765641688692,-0.4555399821021414,-0.7878971380115842,1,1
50,1.0,0,1,0,0,-0.3360638676233174,-2.018942626604928,-1.2983045592992208,-1.43558003695358,0.8931832174759898,0.18947269246129356,-0.9882659053535946,1.610306965302605,-0.0034617812716808104,-0.7878971380115842,1,0
51,1.0,1,1,0,0,0.006657375669416744,-0.13593916740583778,0.11194208415639578,0.10252177743584162,-1.771741023565936,0.6528021288177439,-1.029198225203682,-1.1574619626659457,-0.6395899919899415,1.2854533143772922,0,1
52,1.0,0,1,0,0,-0.45288301360367217,1.2757454574776426,-0.8620133866183073,0.9097295320462881,0.38713581973511396,0.8414063300514202,-0.8668180485258934,0.5274138826490751,-0.2552653285139823,-0.7878971380115842,1,0
53,1.0,1,1,0,0,1.6424664815599928,1.564057610003998,1.3898228126674332,-1.032624764869298,1.9286267843720972,0.42669679042689834,1.7063279716849717,1.044575020488776,0.7402021429912643,1.2299451844509854,0,1
54,1.0,0,1,0,0,-0.6179059506463789,2.480735670242187,0.582963054683112,-0.6944737168617593,1.95917606884619,0.027568149542309402,-0.47149368848678247,0.43123847657017084,0.022821504777465248,-0.7878971380115842,1,0
55,1.0,1,1,0,0,-0.38501430289272287,-0.6567428382848947,1.0848858411137952,0.06530624956766914,-2.586138041495504,1.3037630725141776,-1.3397547756640056,0.18767094501418743,0.06718961727537791,1.1693663704707702,0,0
56,0.0,0,1,0,0,0.36758835317801436,-0.9604637747951625,-2.082887785553667,-1.1474547113443034,0.5649906438583964,2.088475389173562,-1.1623203178660402,0.052431650616204424,-0.40266365594521125,-0.7878971380115842,1,0
57,1.0,1,0,0,1,-0.0854421477846545,0.3609649694068759,0.20710737936532064,1.2458518806032644,-1.143744198824638,-0.2244095796260599,-1.1810213478763703,-0.05289598487034245,6.462487468667961,1.2126782408148418,0,1
58,1.0,0,0,0,1,1.0667285031977178,-0.08946386224326543,1.525164700692721,0.0864927486882276,0.5426328772634099,0.7026287703152337,1.494169743977265,0.07328525700607198,-0.6045128001832107,-0.7878971380115842,1,0
59,1.0,0,0,0,1,-0.8255811268386024,0.16299283726405284,-0.624506993903854,-0.326613134050368,0.11831551349203773,-0.1888605031492119,-1.0293026945888053,0.6411265324980402,0.7577070924126311,1.1897486359261151,0,1
60,1.0,0,0,1,0,-1.015405305527522,-0.15725654006864612,0.6377640261993771,-0.14318504856629535,0.8707570487211682,1.288059946941293,1.2665557445229623,1.1065370979863633,-0.3506925353056068,-0.7878971380115842,1,1
61,1.0,0,0,0,1,0.36758835317801436,-0.5810446125501038,1.8703732425910942,1.5820751970585014,-0.47879598105376986,0.31736249642066516,-0.2802235033587092,-1.4086741938152794,1.6384486419647164,-0.7878971380115842,1,1
62,1.0,0,0,0,1,0.34741433641393044,1.1743808368291986,0.8306497025000324,-0.9632147054737851,-0.1934864717935189,-2.7566270646910613,-0.03171698277148417,0.9063474940846453,-1.9711807728586705,-0.7878971380115842,1,0
63,1.0,1,1,0,0,-0.36851850497674105,1.309857662212618,0.4292345931303323,0.8324096790713894,1.3593743362831052,0.9278170320348753,1.4988247119798994,1.0263517518559995,0.7325700689426277,1.3774169525519868,0,1
64,1.0,1,1,0,0,4.308032503594071,0.1046259546176222,0.5229716855574511,-1.2445173795757474,-0.04094525239397502,0.5697730167756404,0.5265445614102466,-0.459600804899659,-0.6447524391357569,1.4377625292102194,0,1
65,1.0,0,0,0,1,-0.15488976347822273,-0.05364068189688588,-0.09760184227360161,-0.14850755393330067,0.18560493809008835,-1.4157758370685756,-1.475421823523799,-1.1281445499307343,0.3922872047401617,-0.7878971380115842,0,1
66,1.0,0,1,0,0,1.0667285031977178,0.37392570543847775,-0.20168501119374696,-0.5994733458008141,-0.3255611862592265,-1.4860566587449793,0.44638155128668366,0.14737089458047378,-0.32303151619425563,1.303205570783161,0,1
67,1.0,1,1,0,0,-0.5058893340196717,-2.0684018830015733,0.23304047090155228,0.7278880789321844,-0.17692278253405408,-1.5832066241291756,0.3354870385168871,0.23623067311031956,0.6956468153990395,1.3130364293345955,0,1
68,1.0,1,0,1,0,-0.0719320599074258,0.8661141835606158,0.5233111421320057,-0.7588677350753911,-0.2498679114963728,1.0134340986800856,0.14680662902081523,0.033311459991869345,-1.3131308170003277,-0.7878971380115842,1,1
69,1.0,1,0,1,0,-0.6179059506463789,0.1111636569652974,0.3303441234393381,-0.3791060623202025,-1.796907818257161,0.18949261610927218,-1.3178425177193087,-0.31456621975600785,-0.7112012489288853,1.3103815054909407,0,1
70,1.0,0,0,0,1,0.624663017286039,1.3289621429332221,-0.31723557304100386,0.09321802808287641,0.714977893514308,-1.7771618262227804,-0.4638309318885109,0.13649581036315603,0.6721824255181765,-0.7878971380115842,0,1
71,0.0,0,0,1,0,-0.2886676797840041,0.32390907511399275,-0.5546232533881488,0.3843998573869169,-2.1812739271059574,-0.6048260635343093,-0.8257843968672002,0.784314030336432,-1.0646378716992833,1.266004552421436,0,1
72,0.0,1,1,0,0,0.9080460413913836,0.7509852822730875,0.1253502135063303,0.3148676105385947,0.08713061421039639,-0.950474524548454,1.0752472007097431,-0.06422017383213006,0.466328267633411,-0.7878971380115842,1,0
73,1.0,1,0,0,1,0.9150057487369972,-1.370395527272895,-0.21851460342108303,-1.4532374503031036,-0.02289608247358041,-1.113599923254055,0.54708283627196,0.7072480190227327,0.613772375769175,-0.7878971380115842,1,0
74,1.0,1,0,1,0,0.01936259722358302,0.37707656262827477,0.8222677919164266,-0.9061208804777219,-1.0616705135234188,0.5726551680980704,-0.028286888564533957,-0.47846434449422015,-1.285166704440075,-0.7878971380115842,0,0
75,1.0,1,0,0,1,-0.3360638676233174,0.09667653780540443,1.1539948308899122,1.7503217837481446,-1.0000887383529868,-0.9352983905694933,-1.9250999114115233,1.3462336487832975,0.998267184307621,1.259868785642539,0,1
76,1.0,0,1,0,0,-0.5796255321561049,0.11723708102620471,-0.816479043383836,-1.2989166993761478,-0.1986472799891529,0.7522480714523166,0.8150316764925525,0.8213003049299693,0.3414803791758439,-0.7878971380115842,1,1
77,0.0,0,0,0,1,1.7294534845322986,-0.7031732463438294,0.8306497025000324,0.2372752327092205,-1.2586866191033628,-0.5426622225263256,-0.3147459956748619,-1.2008275986000119,2.468727637074891,-0.7878971380115842,1,0
78,1.0,0,1,0,0,-0.3360638676233174,-0.11799646756249677,0.582963054683112,-0.24518025912951003,1.9744104418139408,1.2058136645145043,-0.2802528986077902,1.3273420134529939,0.0683752638234911,-0.7878971380115842,0,1
79,1.0,0,1,0,0,0.7146705458520992,-0.11839387929637209,0.582963054683112,0.5278088767645613,-0.2851251587679794,0.06605749947433241,-0.4950414645079019,1.9360513455752426,0.9873574804990399,-0.7878971380115842,1,1
80,1.0,1,0,1,0,-0.36851850497674105,-1.960227797903613,-2.072241614279887,1.606853281325995,1.252157310619503,2.3787863354693455,1.2044716680562528,-1.7892049851034046,0.689632494110877,1.2180697911660894,0,1
81,0.0,1,0,1,0,2.589394077798223,-1.5914618479933627,0.14346331543747554,-1.5978616315279586,-0.6211638296237261,-0.2095664202658371,0.6006375052836809,0.9639276574457021,-0.9313457721839816,1.1621655209741477,0,1
82,1.0,1,0,1,0,0.0934036150697536,0.4364097270271289,1.8066751635697216,1.710041230477873,-0.22209201259697567,-0.09967510623255071,0.5874402439513766,-0.23571952430003673,1.3637368307190316,-0.7878971380115842,1,1
83,1.0,0,0,0,1,-0.0719320599074258,-0.28234519994997165,-0.7749426274092287,-0.5852428234733267,0.5476288639858701,-0.7905877647358204,-1.3039449205992282,-0.36591957397898084,0.6367685279264719,1.153689267961297,0,1
84,0.0,0,0,0,1,0.7920378327553325,0.07414518501023226,-1.333489430185329,-0.17752942566442131,1.0491707809188224,-0.5587688906216814,0.41969303307510075,0.056502349856761495,-0.857764609758072,-0.7878971380115842,1,1
85,1.0,0,1,0,0,-0.36851850497674105,-0.9312282862985651,-1.6403667235177397,-2.066749287593915,1.4780347588778644,0.4051669317900222,0.6528037121684934,-0.20644343460382858,-0.20197679918875,-0.7878971380115842,1,1
86,1.0,1,1,0,0,0.01936259722358302,1.7216287902408662,0.025269762246497428,1.451084664260788,-1.7845291149736124,0.5528601149740383,-0.17815865451761184,-1.2844148329142788,-0.2342533417801878,1.2743221375188596,0,1
87,1.0,1,0,1,0,-0.2277263806766432,0.413611823592726,0.2935666845976477,0.5214478762373581,-1.0691822095114356,0.9977710906271845,0.289807147953759,-0.5344483619450947,-0.3867550275480666,-0.7878971380115842,1,0
88,1.0,0,0,0,1,0.9010537357659841,1.3162374330481124,0.1210855227031477,0.19420753014596143,-0.38439457154808326,-0.9816332732266653,1.1890661762955717,-0.4510272148301454,-1.2308394482984926,-0.7878971380115842,1,1
89,1.0,1,0,0,1,-0.03212024666300712,1.9507640015759964,0.34127044317002136,-0.0547255360493477,0.05588001354069181,-1.6446403284198114,0.8413118875625946,-0.7481760610007432,0.095635396673014,-0.7878971380115842,1,1
90,0.0,0,1,0,0,-3.1628468485673227,-0.734559468368311,-0.8343163660166414,-0.830511051445114,-1.258756058803646,0.1727940340501616,0.12191354480773194,-0.7529499740714646,-0.06954118912929647,1.2854533143772922,0,1
91,1.0,1,0,0,1,-0.3360638676233174,1.0389312962415884,-0.0805127500882049,-0.08817915349764535,1.0266995817605895,-1.3717413589633176,-0.1288358942929458,-0.11080033789663332,-0.25417398613567144,-0.7878971380115842,1,0
92,1.0,0,1,0,0,-0.5058893340196717,-1.1322003266222116,-2.9230944440765114,-1.6124109877986723,2.912512992717336,-0.39242596234239385,-1.2257858192808233,2.506011446861643,0.29628682470865453,-0.7878971380115842,0,0
93,0.0,1,0,1,0,-0.27319754629981896,0.7902979340687742,-1.033994334166767,-1.6980291948425081,-1.319650065174174,1.0170930046020812,-0.7860958363448064,-0.47828063680261895,-0.7982840846974605,1.2075949519302436,0,1
94,1.0,0,0,0,1,0.6662493977788124,0.7972092643549541,-0.28185978955494706,2.039925511604599,-1.5406760321837876,0.7931468567876048,-1.6322946003920553,-0.8028075724881016,-2.6029754567244376,1.3669421133146589,0,1
95,0.0,1,0,1,0,-0.7390145870504277,-0.910660070233995,-0.07793283634996195,-1.4617511403125176,-0.3002095439985605,-1.4937790259203185,0.9070965181263005,-1.5230535800454803,-0.7434585465585806,1.2854533143772922,0,0
96,0.0,1,0,0,1,-0.41856300736858904,-0.9312282862985651,-1.1313487667580218,-1.1630857424245071,-0.7522572108709297,-1.8887391109006184,-0.07219588643876935,-0.2708367527942776,-0.3665272375701265,1.2513925326279096,0,1
97,1.0,1,1,0,0,-0.2886676797840041,-0.6308121786605494,1.0755392424225574,-0.23570909816250174,0.6068034193311933,0.5873298155136366,0.8264219380270386,0.9058433388447862,-1.0952787860451887,-0.7878971380115842,1,0
98,1.0,1,0,1,0,-0.3200973569037169,0.688345240363848,1.2881371000670583,0.823742245729324,1.4632191195118134,0.6652098107566466,-0.3893995785352658,-0.4798992915317127,1.5627049083119566,1.341357584578572,0,1
99,0.0,0,1,0,0,0.26387620728284406,0.5573340055861995,0.582963054683112,-1.6019717164709046,0.7887438771685912,-1.9059328809898712,-1.456499971281289,1.9158383835382855,-0.521827168373212,-0.7878971380115842,0,1
100,1.0,0,1,0,0,-0.2277263806766432,0.512616090575344,0.582963054683112,0.006909294381869562,0.3096612564651492,0.2705792467854246,0.11362039245173192,1.681261943466508,0.43405622823663187,-0.7878971380115842,1,1
101,1.0,0,0,0,1,-1.0409248076649273,-0.634926816636421,-0.7346044770632311,0.5998222866661077,1.7084975874013912,-1.0731159595414541,-0.06839774941957251,2.1424961855332145,0.3582035670955536,1.236535854237223,0,1
102,1.0,1,0,0,1,0.2745777192153071,0.23925704040538995,-0.8201469945105193,-0.29838453138282267,1.0012011905370062,1.40804395131356,0.4338018295892745,-0.662650366656147,0.45584632090559213,-0.7878971380115842,0,0
103,1.0,0,1,0,0,0.0934036150697536,1.3841486445349225,0.3744784006778729,0.3121171640573519,-0.7220860310938406,-0.42569252428159127,0.7955820774754944,0.4225438822625965,0.8369037005387034,1.2436543198995085,0,1
104,1.0,1,0,0,1,-0.257886083647665,-0.5219462657883127,0.8306497025000324,-0.1733889860603269,-3.0277217294394223,0.23691710423748066,0.011966367908260361,-0.8582269364793786,-0.47253743735457243,-0.7878971380115842,0,0
105,1.0,0,0,0,1,-0.36851850497674105,-5.0952824178741105,-0.5445600717325042,1.2730771288126843,-0.37965174419148234,-0.4560403662337632,-0.40971911783639,0.3818598443100663,0.04687513527772998,-0.7878971380115842,1,1
106,1.0,0,0,0,1,-0.3042998071397332,1.4447062020989379,0.4927357285585257,1.145425596321641,1.2795548661217424,0.034306905569783004,-0.003209078917255607,0.127184574249872,-0.30370086969028326,-0.7878971380115842,1,0
107,1.0,0,0,0,1,0.564424403304012,1.0161268545322726,0.006215254501210743,-0.2716975723351268,-0.5656114562539786,0.20596346990047215,2.0860565059644394,-1.4573485936607922,0.2101028399935002,-0.7878971380115842,1,0
108,1.0,0,0,1,0,-0.718135162475903,-0.9604637747951625,0.1853028692231884,-0.32817745557006195,1.3536148832152513,-1.4769891753596152,0.11189156656796174,-1.7053801556191823,-0.08296841918112702,-0.7878971380115842,0,0
109,1.0,0,0,0,1,-0.3360638676233174,1.6092182197279732,1.576254863639697,0.3244229415806062,2.826016865506534,-0.5950250298345838,0.9695641298856786,3.0289095496678096,1.9318531911227106,-0.7878971380115842,1,1
110,1.0,0,0,0,1,1.9217380008480043,-0.14935338717663676,0.5808629947789933,-1.1013516495057958,1.5470024533607434,-0.5303808972020136,-0.0009244881215673197,-0.07385082430088462,0.731711785008669,1.2075949519302436,0,1
111,0.0,0,0,0,1,1.2550540199266496,0.06486067880679852,0.8306497025000324,0.9461946095935461,-0.6745145875724889,1.0391960343370943,0.2787201893655074,0.69768761794969,1.262125488782499,-0.7878971380115842,1,1
112,1.0,0,1,0,0,-0.5796255321561049,-1.97849621884014,1.9483963392822432,-0.008978872607042308,1.0309670168370637,1.788642292507448,2.4959899521609397,-0.8607152497418105,-0.3285809237590705,-0.7878971380115842,1,0
113,0.0,0,1,0,0,-0.03212024666300712,1.2164546070695446,0.582963054683112,2.358856723288775,-0.18624892818716748,0.15757597215736416,0.3035226076715378,0.5875985902796441,-0.9173688391697126,-0.7878971380115842,1,1
114,1.0,1,0,0,1,-0.5796255321561049,0.7966599688775302,0.6129047559474872,-0.896460672421566,-1.0544448556283132,1.3990320508867722,0.9468060350540068,0.28171420853872475,-1.1659060571284978,1.2299451844509854,0,1
115,1.0,0,0,1,0,1.2824466145582876,1.2099562465506264,-1.445348064418102,1.5341040064651852,-0.2209776425834165,0.7728508573524817,-0.9354856222531914,0.22754448196222246,0.44302075694007303,-0.7878971380115842,1,1
116,1.0,1,1,0,0,-0.43562438760683353,-0.5457142977142388,1.3750705730206116,0.6887892524579415,-0.05391867962860966,1.8602371104914581,-0.4420150514986354,-0.9722601611504081,-2.0363996949981984,-0.7878971380115842,0,0
117,1.0,1,1,0,0,0.1053944789076984,1.0291346047595467,0.7711804031211322,0.4108081119434813,0.178514166729051,0.7174490847798265,1.8985460025488752,1.568140911097714,-1.0528454317219973,1.279713687870552,0,1
118,1.0,0,1,0,0,-0.7601901835377868,-0.6325061314167799,-1.3067143118809845,-1.113615623671197,1.6192742024331281,0.7387940834336356,0.03594337192861299,0.09627101317568665,0.29346679854011914,1.223809417672385,0,1
119,1.0,1,0,1,0,-0.1267218613653978,-1.3993361811283125,0.5526322465155209,0.5091285711525557,-0.03565098214486507,1.8863069818562825,0.09280552789314063,0.25632433545757294,-0.9657756469296338,-0.7878971380115842,0,1
120,1.0,1,0,0,1,0.24224025579705266,-0.3042873887170095,0.31537130168162186,-0.69706426115327,1.4498268772418992,-1.4818284724616513,0.27789611191331803,0.6845200467192324,-0.7321509615657525,1.2180697911660894,0,1
121,1.0,1,1,0,0,-0.2277263806766432,1.4932154526620702,1.2287759711043427,1.5873116937662175,0.14925153038669275,0.3327357246727196,0.28396979515325793,0.3341901699399472,-2.545760881048531,-0.7878971380115842,1,0
122,1.0,1,1,0,0,-0.257886083647665,-0.4911585811660695,0.783857717222852,0.7901342038000704,-1.8877516047866125,0.6211000756531903,-1.579361486734475,-1.7574015965321745,-0.8588168310920108,-0.7878971380115842,1,0
123,1.0,1,0,0,1,1.559143136188637,-0.8934840770703417,0.6359183049683819,-1.019904870316833,-0.9629634931351355,0.43154324345051465,-0.2843150311953679,-1.465814721302253,-0.5044413035344606,-0.7878971380115842,1,1
